dataset,sentences,label
yelp,great restaur mandalay bay,1
yelp,wait forti minut vain,0
yelp,crostini came salad stale,0
yelp,highlight great qualiti nigiri here,1
yelp,staff friend joint alway clean,1
yelp,differ cut piec day still wonder tender well well flavor,1
yelp,order voodoo pasta first time id realli excel pasta sinc go gluten free sever year ago,1
yelp,place good,1
yelp,unfortun must hit bakeri leftov day everyth order stale,0
yelp,came back today sinc reloc still impress,0
yelp,seat immedi,1
yelp,menu divers reason price,1
yelp,avoid cost,0
yelp,restaur alway full never wait,1
yelp,delici,1
yelp,place hand best place eat phoenix metro area,1
yelp,dont go look good food,0
yelp,ive never treat bad,0
yelp,bacon hella salti,1
yelp,order spinach avocado salad ingredi sad dress liter tast,0
yelp,realli vega fine dine use right menus hand ladi price list,1
yelp,waitress friend,1
yelp,lordi khao soi dish miss curri lover,1
yelp,everyth menu terrif thrill made amaz accommod vegetarian daughter,1
yelp,perhap caught night judg review im inspir go back,0
yelp,servic leav lot desir,0
yelp,atmospher modern hip maintain touch cozi,1
yelp,week haunt definit place come back everi while,1
yelp,liter sat minut ask take order,0
yelp,burger absolut flavor meat total bland burger overcook charcoal flavor,0
yelp,decid send back waitress look like verg heart attack,0
yelp,dress treat rude,0
yelp,probabl dirt,0
yelp,love place hit spot want someth healthi lack quantiti flavor,1
yelp,order lemon raspberri ice cocktail incred,1
yelp,food suck expect suck could imagin,0
yelp,interest decor,1
yelp,realli like crepe station,1
yelp,serv hot bread butter home made potato chip bacon bit top origin good,1
yelp,watch prepar delici food,1
yelp,egg roll fantast,1
yelp,order arriv gyro miss,0
yelp,salad wing ice cream dessert left feel quit satisfi,1
yelp,im realli sure joey vote best hot dog valley reader phoenix magazin,0
yelp,best place go tasti bowl pho,1
yelp,live music friday total blow,0
yelp,ive never insult felt disrespect,0
yelp,friend staff,1
yelp,worth drive,1
yelp,heard good thing place exceed everi hope could dream of,1
yelp,food great serivc,1
yelp,warm beer didnt help,0
yelp,great brunch spot,1
yelp,servic friend invit,1
yelp,good lunch spot,1
yelp,ive live sinc first last time ive step foot place,0
yelp,worst experi ever,0
yelp,must night place,0
yelp,side delish mix mushroom yukon gold pure white corn beateous,1
yelp,bug never show would given sure side wall bug climb kitchen,0
yelp,minut wait salad realiz wasnt come time soon,0
yelp,friend love salmon tartar,1
yelp,wont go back,0
yelp,extrem tasti,1
yelp,waitress good though,1
yelp,soggi good,0
yelp,jamaican mojito delici,1
yelp,small worth price,0
yelp,food rich order accord,1
yelp,shower area outsid rins take full shower unless dont mind nude everyon see,0
yelp,servic bit lack,0
yelp,lobster bisqu bussel sprout risotto filet need salt pepper cours none tabl,0
yelp,hope bode go busi someon cook come in,0
yelp,either cold enough flavor bad,0
yelp,love bacon wrap date,1
yelp,unbeliev bargain,1
yelp,folk otto alway make us feel welcom special,1
yelp,main uninspir,0
yelp,place first pho amaz,1
yelp,wonder experi made place must stop whenev town again,1
yelp,food isnt bad enough enjoy deal world worst annoy drunk peopl,0
yelp,fun chef,1
yelp,order doubl cheeseburg got singl patti fall apart pictur upload yeah still suck,0
yelp,great place coupl drink watch sport event wall cover tvs,1
yelp,possibl give star theyd it,0
yelp,descript said yum yum sauc anoth said eel sauc anoth said spici mayo well none roll sauc them,0
yelp,id say would hardest decis honest ms dish tast suppos tast amaz,1
yelp,roll eye stay sure go back tri again,0
yelp,everyon attent provid excel custom servic,1
yelp,horribl dont wast time money,0
yelp,dish quit flavour,1
yelp,time side restaur almost empti excus,0
yelp,wasnt busi either build freez cold,0
yelp,like review said couldnt pay eat place again,0
yelp,drink took close minut come point,0
yelp,serious flavor delight folk,1
yelp,much better ayc sushi place went vega,1
yelp,light dark enough set mood,1
yelp,base sub par servic receiv effort show gratitud busi wont go back,0
yelp,owner realli great peopl,1
yelp,noth privileg work eat there,0
yelp,greek dress creami flavor,1
yelp,overal dont think would take parent place made similar complaint silent felt too,0
yelp,pizza good peanut sauc tasti,1
yelp,tabl servic pretti fast,1
yelp,fantast servic here,1
yelp,well wouldv given godfath star possibl,0
yelp,know make here,1
yelp,tough short flavor,0
yelp,hope place stick around,1
yelp,bar vega ever recal charg tap water,0
yelp,restaur atmospher exquisit,1
yelp,good servic clean inexpens boot,1
yelp,seafood fresh generous portion,1
yelp,plus buck,1
yelp,servic par either,0
yelp,thus far visit twice food absolut delici time,1
yelp,good year ago,1
yelp,self proclaim coffe cafe wild disappoint,0
yelp,veggitarian platter world,1
yelp,cant go wrong food here,1
yelp,cant beat that,1
yelp,stop place madison ironman friend kind staff,1
yelp,chef friend good job,1
yelp,ive better dedic boba tea spot even jenni pho,0
yelp,like patio servic outstand,1
yelp,goat taco didnt skimp meat wow flavor,1
yelp,think again,0
yelp,mac salad pretti bland get again,0
yelp,went bachi burger friend recommend disappoint,1
yelp,servic stink here,0
yelp,wait wait,0
yelp,place qualiti sushi qualiti restaur,0
yelp,would definit recommend wing well pizza,1
yelp,great pizza salad,1
yelp,thing went wrong burn saganaki,0
yelp,wait hour breakfast could done time better home,0
yelp,place amaz,1
yelp,hate disagre fellow yelper husband disappoint place,0
yelp,wait hour never got either pizza mani around us came later did,0
yelp,dont know slow,0
yelp,staff great food delish incred beer select,1
yelp,live neighborhood disappoint wont back conveni locat,0
yelp,didnt know pull pork could soooo delici,1
yelp,get incred fresh fish prepar care,1
yelp,go gave star rate pleas know third time eat bachi burger write review,0
yelp,love fact everyth menu worth it,1
yelp,never dine place,0
yelp,food excel servic good,1
yelp,good beer drink select good food select,1
yelp,pleas stay away shrimp stir fri noodl,0
yelp,potato chip order sad could probabl count mani chip box probabl around,0
yelp,food realli bore,0
yelp,good servic check,1
yelp,greedi corpor never see anoth dime me,0
yelp,never ever go back,0
yelp,much id like go back cant get pass atroci servic never return,0
yelp,summer dine charm outdoor patio delight,1
yelp,expect good,1
yelp,fantast food,1
yelp,order toast english muffin came untoast,0
yelp,food good,1
yelp,never go back,0
yelp,great food price high qualiti hous made,1
yelp,bus boy hand rude,0
yelp,point friend basic figur place joke didnt mind make public loud known,0
yelp,back good bbq lighter fare reason price tell public back old way,1
yelp,consid us left full happi cant go wrong,1
yelp,bread made hous,1
yelp,downsid servic,0
yelp,fri without doubt worst fri ive ever had,0
yelp,servic except food good review,1
yelp,coupl month later return amaz meal,1
yelp,favorit place town shawarrrrrrma,1
yelp,black eye pea sweet potato unreal,1
yelp,wont disappoint,1
yelp,could serv vinaigrett make better overal dish still good,1
yelp,go far mani place ive never seen restaur serv egg breakfast especi for,0
yelp,mom got home immedi got sick bite salad,0
yelp,server pleasant deal dont alway honor pizza hut coupon,0
yelp,truli unbeliev good glad went back,1
yelp,fantast servic pleas atmospher,1
yelp,everyth gross,0
yelp,love place,1
yelp,great servic food,1
yelp,first bathroom locat dirti seat cover replenish plain yucki,0
yelp,burger got gold standard burger kind disappoint,0
yelp,omg food delicioso,1
yelp,noth authent place,0
yelp,spaghetti noth special whatsoev,0
yelp,dish salmon best great,1
yelp,veget fresh sauc feel like authent thai,1
yelp,worth drive tucson,1
yelp,select probabl worst ive seen vega none,0
yelp,pretti good beer select too,1
yelp,place like chipotl better,1
yelp,classi warm atmospher fun fresh appet succul steak basebal steak,1
yelp,star brick oven bread app,1
yelp,eaten multipl time time food delici,1
yelp,sat anoth minut final gave left,0
yelp,terribl,0
yelp,everyon treat equal special,1
yelp,shouldnt take min pancak egg,0
yelp,delici,1
yelp,good side staff genuin pleasant enthusiast real treat,1
yelp,sad gordon ramsey steak place shall sharpli avoid next trip vega,0
yelp,alway even wonder food delici,1
yelp,best fish ive ever life,1
yelp,bathroom next door nice,1
yelp,buffet small food offer bland,0
yelp,outstand littl restaur best food ever tast,1
yelp,pretti cool would say,1
yelp,definit turn doubt ill back unless someon els buy,0
yelp,server great job handl larg rowdi tabl,1
yelp,find wast food despic wasnt food,0
yelp,wife lobster bisqu soup lukewarm,0
yelp,would come back sushi crave vega,1
yelp,staff great ambianc great,1
yelp,deserv star,1
yelp,left stomach ach felt sick rest day,0
yelp,drop ball,0
yelp,dine space tini eleg decor comfort,1
yelp,custom order way youd like usual eggplant green bean stir fri love it,1
yelp,bean rice mediocr best,0
yelp,best taco town far,1
yelp,took back money got outta there,0
yelp,interest part town place amaz,1
yelp,rude inconsider manag,0
yelp,staff friend wait time serv horribl even say hi first minut,0
yelp,wont back,0
yelp,great dinner,1
yelp,servic outshin definit recommend halibut,1
yelp,food terribl,0
yelp,never ever go back told mani peopl happen,0
yelp,dont recommend unless car break front starv,0
yelp,come back everi time im vega,1
yelp,place deserv star food,0
yelp,disgrac,0
yelp,def come back bowl next time,1
yelp,want healthi authent ethic food tri place,1
yelp,continu come ladi night andddd date night high recommend place anyon area,1
yelp,sever time past experi alway great,1
yelp,walk away stuf happi first vega buffet experi,1
yelp,servic excel price pretti reason consid vega locat insid crystal shop mall aria,1
yelp,summar food incred nay transcend noth bring joy quit like memori pneumat condiment dispens,1
yelp,im probabl peopl ever go ian like it,0
yelp,kid pizza alway hit lot great side dish option kiddo,1
yelp,servic perfect famili atmospher nice see,1
yelp,cook perfect servic impecc,1
yelp,simpli disappoint,0
yelp,overal disappoint qualiti food bouchon,0
yelp,dont account know im get screw,0
yelp,great place eat remind littl mom pop shop san francisco bay area,1
yelp,today first tast buldogi gourmet hot dog tell ever thought possibl,1
yelp,left frustrat,0
yelp,ill definit soon again,1
yelp,food realli good got full petti fast,1
yelp,servic fantast,1
yelp,total wast time,0
yelp,dont know kind best ice tea,1
yelp,come hungri leav happi stuf,1
yelp,servic give star,0
yelp,assur wont disappoint,1
yelp,take littl bad servic food suck,0
yelp,gave tri eat crust teeth still sore,0
yelp,complet gross out,0
yelp,realli enjoy eat here,1
yelp,first time go think quick becom regular,1
yelp,server nice even though look littl overwhelm need stay profession friend end,1
yelp,dinner companion told everyth fresh nice textur tast,1
yelp,ground right next tabl larg smear step track everywher pile green bird poop,0
yelp,furthermor cant even find hour oper websit,0
yelp,weve tri like place time think done them,0
yelp,mistak was,0
yelp,complaint,1
yelp,serious good pizza im expert connisseur topic,1
yelp,waiter jerk,0
yelp,strike want rush,0
yelp,nicest restaur owner ive ever come across,1
yelp,never come again,0
yelp,love biscuit,1
yelp,servic quick friend,1
yelp,order appet took minut pizza anoth minut,0
yelp,absolutley fantast,1
yelp,huge awkward lb piec cow ths gristl fat,0
yelp,definit come back again,1
yelp,like steiner dark feel like bar,1
yelp,wow spici delici,1
yelp,your familiar check out,1
yelp,ill take busi dinner dollar elsewher,0
yelp,id love go back,1
yelp,anyway fs restaur wonder breakfast lunch,1
yelp,noth special,0
yelp,day week differ deal delici,1
yelp,mention combin pear almond bacon big winner,1
yelp,back,0
yelp,sauc tasteless,0
yelp,food delici spici enough sure ask spicier prefer way,1
yelp,ribey steak cook perfect great mesquit flavor,1
yelp,dont think well go back anytim soon,0
yelp,food gooodd,1
yelp,far sushi connoisseur definit tell differ good food bad food certain bad food,0
yelp,insult,0
yelp,last time lunch bad,0
yelp,chicken wing contain driest chicken meat ever eaten,0
yelp,food good enjoy everi mouth enjoy relax venu coupl small famili group etc,1
yelp,nargil think great,1
yelp,best tater tot southwest,1
yelp,love place,1
yelp,definit worth paid,0
yelp,vanilla ice cream creami smooth profiterol choux pastri fresh enough,1
yelp,im az time new spot,1
yelp,manag worst,0
yelp,insid realli quit nice clean,1
yelp,food outstand price reason,1
yelp,dont think ill run back car anytim soon food,0
yelp,due fact took minut acknowledg anoth minut get food kept forget thing,0
yelp,love margarita too,1
yelp,first vega buffet disappoint,1
yelp,good though,1
yelp,note ventil could use upgrad,0
yelp,great pork sandwich,1
yelp,dont wast time here,0
yelp,total letdown would much rather go camelback flower shop cartel coffe,0
yelp,third chees friend burger cold,0
yelp,enjoy pizza brunch,1
yelp,steak well trim perfect cook,1
yelp,group claim would handl us beauti,1
yelp,love it,1
yelp,ask bill leav without eat didnt bring either,0
yelp,place jewel las vega exact ive hope find near year live here,1
yelp,seafood limit boil shrimp crab leg crab leg definit tast fresh,0
yelp,select food best,0
yelp,delici absolut back,1
yelp,isnt small famili restaur fine dine establish,1
yelp,toro tartar cavier extraordinari like thin slice wagyu white truffl,1
yelp,dont think back long time,0
yelp,attach gas station rare good sign,0
yelp,awesom that,1
yelp,back mani time soon,1
yelp,menu much good stuff could decid,1
yelp,wors humili worker right front bunch horribl name call,0
yelp,conclus fill meal,1
yelp,daili special alway hit group,1
yelp,tragedi struck,0
yelp,pancak realli good pretti larg that,1
yelp,first crawfish experi delici,1
yelp,monster chicken fri steak egg time favorit,1
yelp,waitress sweet funni,1
yelp,tast mom multi grain pumpkin pancak pecan butter amaz fluffi delici,1
yelp,id rather eat airlin food serious,0
yelp,cant say enough good thing place,1
yelp,ambianc incred,1
yelp,waitress manag friend,1
yelp,would recommend place,0
yelp,overal wasnt impress noca,0
yelp,gyro basic lettuc onli,0
yelp,terribl servic,0
yelp,thorough disappoint,0
yelp,dont much pasta love homemad hand made pasta thin pizza here,1
yelp,give tri happi did,1
yelp,far best cheesecurd ever had,1
yelp,reason price also,1
yelp,everyth perfect night in,1
yelp,food good typic bar food,1
yelp,drive get there,0
yelp,first glanc love bakeri cafe nice ambianc clean friend staff,1
yelp,anyway think go back there,0
yelp,point finger item menu order wont disappoint,1
yelp,oh thing beauti restaur,1
yelp,havent gone go now,1
yelp,greasi unhealthi meal,0
yelp,first time might last,0
yelp,burger amaz,1
yelp,similar deliveri man say word apolog food minut late,0
yelp,way expens,0
yelp,sure order dessert even need pack go tiramisu cannoli die for,1
yelp,first time cant wait next,1
yelp,bartend nice,1
yelp,everyth good tasti,1
yelp,place thumb way up,1
yelp,best place vega breakfast check sat sun,1
yelp,love authent mexican food want whole bunch interest delici meat choos need tri place,1
yelp,terribl manag,0
yelp,excel new restaur experienc frenchman,1
yelp,star would give star,0
yelp,great steak great side great wine amaz dessert,1
yelp,worst martini ever,0
yelp,steak shrimp opinion best entre gc,1
yelp,opportun today sampl amaz pizza,1
yelp,wait thirti minut seat although vacant tabl folk wait,0
yelp,yellowtail carpaccio melt mouth fresh,1
yelp,wont tri go back even empti,0
yelp,im go eat potato found stranger hair it,0
yelp,spici enough perfect actual,1
yelp,last night second time dine happi decid go back,1
yelp,even hello right you,0
yelp,dessert bit strang,0
yelp,boyfriend came first time recent trip vega could pleas qualiti food servic,1
yelp,realli recommend place go wrong donut place,1
yelp,nice ambianc,1
yelp,would recommend save room this,1
yelp,guess mayb went night disgrac,0
yelp,recent experi particular locat good,0
yelp,know like restaur someth here,0
yelp,avoid establish,0
yelp,think restaur suffer tri hard enough,0
yelp,tapa dish delici,1
yelp,heart place,1
yelp,salad bland vinegrett babi green heart palm,0
yelp,felt disgust,0
yelp,good time,1
yelp,believ place great stop huge belli hanker sushi,1
yelp,generous portion great tast,1
yelp,never go back place never ever recommend place anyon,0
yelp,server went back forth sever time even much help,0
yelp,food delici,1
yelp,hour serious,0
yelp,consid theft,0
yelp,eew locat need complet overhaul,0
yelp,recent wit poor qualiti manag toward guest well,0
yelp,wait wait wait,0
yelp,came back check us regular excel servic,1
yelp,server super nice check us mani time,1
yelp,pizza tast old super chewi good way,0
yelp,swung give tri deepli disappoint,0
yelp,servic good compani better,1
yelp,staff friend effici,1
yelp,servic im fan quick your serv nice folk,1
yelp,boy sucker dri,0
yelp,rate,0
yelp,look authent thai food go els where,0
yelp,steak recommend,1
yelp,pull car wait anoth minut acknowledg,0
yelp,great food great servic clean friend set,1
yelp,assur ill back,1
yelp,hate thing much cheap qualiti black oliv,0
yelp,breakfast perpar great beauti present giant slice toast light dust powder sugar,1
yelp,kid play area nasti,0
yelp,great place fo take eat in,1
yelp,waitress friend happi accomod vegan veggi option,1
yelp,omg felt like never eaten thai food dish,1
yelp,extrem crumbi pretti tasteless,0
yelp,pale color instead nice char flavor,0
yelp,crouton tast homemad extra plus,1
yelp,got home see driest damn wing ever,0
yelp,itll regular stop trip phoenix,1
yelp,realli enjoy crema caf expand even told friend best breakfast,1
yelp,good money,0
yelp,miss wish philadelphia,1
yelp,got sit fair fast end wait minut place order anoth minut food arriv,0
yelp,best chees crisp town,1
yelp,good valu great food great servic,1
yelp,couldnt ask satisfi meal,1
yelp,food good,1
yelp,awesom,1
yelp,want leav,0
yelp,made drive way north scottsdal bit disappoint,1
yelp,eat again,0
yelp,owner realli realli need quit soooooo cheap let wrap freak sandwich paper one,0
yelp,check place coupl year ago impress,0
yelp,chicken got definit reheat ok wedg cold soggi,0
yelp,sorri get food anytim soon,0
yelp,absolut must visit,1
yelp,cow tongu cheek taco amaz,1
yelp,friend like bloodi mari,0
yelp,despit hard rate busi actual rare give star,0
yelp,realli want make experi good one,1
yelp,return,0
yelp,chicken pho tast bland,0
yelp,disappoint,0
yelp,grill chicken tender yellow saffron season,1
yelp,drive thru mean want wait around half hour food somehow end go make us wait wait,0
yelp,pretti awesom place,1
yelp,ambienc perfect,1
yelp,best luck rude non custom servic focus new manag,0
yelp,grandmoth make roast chicken better one,0
yelp,ask multipl time wine list time ignor went hostess got myself,0
yelp,staff alway super friend help especi cool bring small boy babi,1
yelp,star food guy blue shirt great vibe still let us eat,1
yelp,roast beef sandwich tast realli good,1
yelp,even drastic sick,0
yelp,high qualiti chicken chicken caesar salad,1
yelp,order burger rare came well done,0
yelp,prompt greet seat,1
yelp,tri go lunch madhous,0
yelp,proven dead wrong sushi bar qualiti great servic fast food impecc,1
yelp,wait hour seat greatest mood,0
yelp,good joint,1
yelp,macaron insan good,1
yelp,im eat here,0
yelp,waiter attent friend inform,1
yelp,mayb werent cold would somewhat edibl,0
yelp,place lot promis fail deliv,0
yelp,bad experi,0
yelp,mistak,0
yelp,food averag best,0
yelp,great food,1
yelp,wont go back anytim soon,0
yelp,disappoint order big bay plater,0
yelp,great place relax awesom burger beer,1
yelp,perfect sit famili meal get togeth friend,1
yelp,much flavor poor construct,0
yelp,patio seat comfort,1
yelp,fri rice dri well,0
yelp,hand favorit italian restaur,1
yelp,scream legit book somethat pretti rare vega,1
yelp,fun experi,1
yelp,atmospher great love duo violinist play song request,1
yelp,person love hummus pita baklava falafel baba ganoush amaz eggplant,1
yelp,conveni sinc stay mgm,1
yelp,owner super friend staff courteous,1
yelp,great,1
yelp,eclect select,1
yelp,sweet potato tot good onion ring perfect close had,1
yelp,staff attent,1
yelp,chef generous time even came around twice take pictur him,1
yelp,owner use work nobu place realli similar half price,1
yelp,googl mediocr imagin smashburg pop up,0
yelp,dont go here,0
yelp,promis wont disappoint,1
yelp,sushi lover avoid place mean,0
yelp,great doubl cheeseburg,1
yelp,awesom servic food,1
yelp,fantast neighborhood gem,1
yelp,cant wait go back,1
yelp,plantain worst ive ever tast,0
yelp,great place high recommend it,1
yelp,servic slow attent,0
yelp,gave star im give star now,1
yelp,staff spend time talk me,0
yelp,dessert panna cotta amaz,1
yelp,good food great atmospher,1
yelp,damn good steak,1
yelp,total brunch fail,0
yelp,price reason flavor spot sauc home made slaw drench mayo,1
yelp,decor nice piano music soundtrack pleasant,1
yelp,steak amaz rge fillet relleno best seafood plate ever had,1
yelp,good food good servic,1
yelp,absolut amaz,1
yelp,probabl wont back honest,0
yelp,definit back,1
yelp,sergeant pepper beef sandwich auju sauc excel sandwich well,1
yelp,hawaiian breez mango magic pineappl delight smoothi ive tri far theyr good,1
yelp,went lunch servic slow,0
yelp,much say place walk expect amaz quick disappoint,0
yelp,mortifi,0
yelp,needless say never back again,0
yelp,anyway food definit fill price pay expect more,0
yelp,chip came drip greas most edibl,0
yelp,wasnt realli impress strip steak,0
yelp,go sinc everi meal awesom,1
yelp,server nice attent serv staff,1
yelp,cashier friend even brought food me,1
yelp,work hospit industri paradis valley refrain recommend cibo longer,0
yelp,atmospher fun,1
yelp,would recommend other,0
yelp,servic quick even go order like like it,1
yelp,mean realli get famous fish chip terribl,0
yelp,said mouth belli still quit pleas,1
yelp,thing,0
yelp,thumb up,1
yelp,read pleas dont go there,0
yelp,love grill pizza remind legit italian pizza,1
yelp,pros larg seat area nice bar area great simpl drink menu best brick oven pizza homemad dough,1
yelp,realli nice atmospher,1
yelp,tonight elk filet special suck,0
yelp,bite hook,1
yelp,order old classic new dish go time sore disappoint everyth,0
yelp,cute quaint simpl honest,1
yelp,chicken delici season perfect fri outsid moist chicken insid,1
yelp,food great alway compliment chef,1
yelp,special thank dylan recommend order yummi tummi,1
yelp,awesom select beer,1
yelp,great food awesom servic,1
yelp,nice thing ad gratuiti bill sinc parti larger didnt expect tip that,1
yelp,fli appl juic fli,0
yelp,han nan chicken tasti,1
yelp,servic thought good,1
yelp,food bare lukewarm must sit wait server bring us,0
yelp,ryan bar definit edinburgh establish wont revisit,0
yelp,nicest chines restaur ive while,1
yelp,overal like food servic,1
yelp,serv indian naan bread hummus spici pine nut sauc world,1
yelp,probabl never come back wouldnt recommend it,0
yelp,friend pasta bad bare touch it,0
yelp,tri airport experi tasti food speedi friend servic,1
yelp,love decor chines calligraphi wall paper,1
yelp,never anyth complain here,1
yelp,restaur clean famili restaur feel it,1
yelp,way fri,0
yelp,im sure long stood long enough begin feel awkward place,0
yelp,open sandwich impress good way,0
yelp,back,0
yelp,warm feel servic felt like guest special treat,1
yelp,extens menu provid lot option breakfast,1
yelp,alway order vegetarian menu dinner wide array option choos from,1
yelp,watch price inflat portion get smaller manag attitud grow rapid,0
yelp,wonder lil tapa ambienc made feel warm fuzzi insid,1
yelp,got enjoy seafood salad fabul vinegrett,1
yelp,wonton thin thick chewi almost melt mouth,1
yelp,level spici perfect spice didnt whelm soup,1
yelp,sat right time server get go fantast,1
yelp,main thing didnt enjoy crowd older crowd around mid up,0
yelp,im side town definit spot ill hit again,1
yelp,wait minut get drink longer get arepa,0
yelp,great place eat,1
yelp,jalapeno bacon soooo good,1
yelp,servic poor that nice,0
yelp,food good servic good price good,1
yelp,place clean food oh stale,0
yelp,chicken dish ok beef like shoe leather,0
yelp,servic beyond bad,0
yelp,im happi here,1
yelp,tast like dirt,0
yelp,place phoenix would defin go back again,1
yelp,block amaz,1
yelp,close hous low key non fanci afford price good food,1
yelp,hot sour egg flower soup absolut star,1
yelp,sashimi poor qualiti soggi tasteless,0
yelp,great time famili dinner sunday night,1
yelp,food tasti say real tradit hunan style,0
yelp,bother slow servic,0
yelp,flair bartend absolut amaz,1
yelp,frozen margarita way sugari tast,0
yelp,good order twice,1
yelp,nutshel restaraunt smell like combin dirti fish market sewer,0
yelp,girlfriend veal bad,0
yelp,unfortun good,0
yelp,pretti satifi experi,1
yelp,join club get awesom offer via email,1
yelp,perfect someon like beer ice cold case even colder,1
yelp,bland flavorless good way describ bare tepid meat,0
yelp,chain im fan beat place easili,0
yelp,nacho must have,1
yelp,come back,0
yelp,dont mani word say place everyth pretti well,1
yelp,staff super nice quick even crazi crowd downtown juri lawyer court staff,1
yelp,great atmospher friend fast servic,1
yelp,receiv pita huge lot meat thumb there,1
yelp,food arriv meh,0
yelp,pay hot dog fri look like came kid meal wienerschnitzel idea good meal,0
yelp,classic main lobster roll fantast,1
yelp,brother law work mall ate day guess sick night too,0
yelp,good go review place twice herea tribut place tribut event held last night,1
yelp,chip salsa realli good salsa fresh,1
yelp,place great,1
yelp,mediocr food,0
yelp,get insid youll impress place,1
yelp,im super pissd,0
yelp,servic super friend,1
yelp,sad littl veget overcook,0
yelp,place nice surpris,1
yelp,golden crispi delici,1
yelp,high hope place sinc burger cook charcoal grill unfortun tast fell flat way flat,0
yelp,could eat bruschetta day devin,1
yelp,singl employe came see ok even need water refil final serv us food,0
yelp,last mozzarella stick best thing order,1
yelp,first time ever came amaz experi still tell peopl awesom duck was,1
yelp,server neglig need made us feel unwelcom would suggest place,0
yelp,servic terribl though,0
yelp,place overpr consist boba realli overpr,0
yelp,pack,0
yelp,say dessert yummi,1
yelp,season fruit fresh white peach pure,1
yelp,kept get wors wors im offici done,0
yelp,place honest blown up,0
yelp,definit would eat again,0
yelp,wast money here,0
yelp,love put food nice plastic contain oppos cram littl paper takeout box,1
yelp,cr pe delic thin moist,1
yelp,aw servic,0
yelp,wont ever go again,0
yelp,food qualiti horribl,0
yelp,price think place would much rather gone,0
yelp,servic fair best,0
yelp,love sushi found kabuki price hip servic,0
yelp,favor stay away dish,0
yelp,poor servic,0
yelp,tabl thought food averag worth wait it,0
yelp,best servic food ever maria server good friend made day,1
yelp,excel,1
yelp,paid bill tip felt server terribl job,0
yelp,lunch great experi,1
yelp,never bland food surpris consid articl read focus much spice flavor,0
yelp,food way overpr portion fuck small,0
yelp,recent tri caballero back everi week sinc,1
yelp,buck head realli expect better food,0
yelp,food came good pace,1
yelp,ate twice last visit especi enjoy salmon salad,1
yelp,could believ dirti oyster were,0
yelp,place deserv star,0
yelp,fact im go round star awesom,1
yelp,disbelief dish qualifi worst version food ever tast,0
yelp,bad day low toler rude custom servic peopl job nice polit wash dish otherwis,0
yelp,potato great biscuit,1
yelp,probabl would go again,0
yelp,flavor perfect amount heat,1
yelp,price reason servic great,1
yelp,wife hate meal coconut shrimp friend realli enjoy meal either,0
yelp,fella got huevo ranchero didnt look appeal,0
yelp,went happi hour great list wine,1
yelp,say buffet pricey think get pay place get quit lot,1
yelp,probabl wont come back here,0
yelp,worst food servic ive while,0
yelp,place pretti good nice littl vibe restaur,1
yelp,talk great custom servic cours back,1
yelp,hot dish hot cold dish close room temp watch staff prepar food bare hand glove everyth deep fri oil,0
yelp,love fri bean,1
yelp,alway pleasur deal him,1
yelp,plethora salad sandwich everyth ive tri get seal approv,1
yelp,place awesom want someth light healthi summer,1
yelp,sushi strip place go,1
yelp,servic great even manag came help tabl,1
yelp,feel dine room colleg cook cours high class dine servic slow best,0
yelp,start review star im edit give one,0
yelp,worst sushi ever eat besid costco,0
yelp,excel restaur highlight great servic uniqu menu beauti set,1
yelp,boyfriend sat bar complet delight experi,1
yelp,weird vibe owner,0
yelp,hard meat,0
yelp,ive better bagel groceri store,0
yelp,go place gyro,1
yelp,love owner chef authent japanes cool dude,1
yelp,burger arent good pizza use amaz doughi flavorless,0
yelp,found inch long piec wire salsa,0
yelp,servic terribl food mediocr,0
yelp,defin enjoy ourselv,1
yelp,order albondiga soup warm tast like tomato soup frozen meatbal,0
yelp,differ occas ask well done medium well time got bloodiest piec meat plate,0
yelp,bite refus eat anymor,0
yelp,servic extrem slow,0
yelp,minut wait got tabl,0
yelp,serious killer hot chai latt,1
yelp,allergi warn menu waitress absolut clue meal contain peanut,0
yelp,boyfriend tri mediterranean chicken salad fell love,1
yelp,rotat beer tap highlight place,1
yelp,price bit concern mellow mushroom,0
yelp,worst thai ever,0
yelp,stay vega must get breakfast least onc,1
yelp,want first say server great perfect servic,1
yelp,pizza select good,1
yelp,strawberri tea good,1
yelp,high unprofession rude loyal patron,0
yelp,overal great experi,1
yelp,spend money elsewher,0
yelp,regular toast bread equal satisfi occasion pat butter mmmm,1
yelp,buffet bellagio far anticip,0
yelp,drink weak peopl,0
yelp,order correct,0
yelp,feel like chip bought made hous,0
yelp,disappoint dinner went elsewher dessert,0
yelp,chip sal amaz,1
yelp,wont return,0
yelp,new fav vega buffet spot,1
yelp,serious cannot believ owner mani unexperienc employe run around like chicken head cut off,0
yelp,sad,0
yelp,felt insult disrespect could talk judg anoth human like that,0
yelp,call steakhous cant proper cook steak dont understand,0
yelp,im impress concept food,0
yelp,thing wasnt crazi guacamol dont like pur ed,0
yelp,realli noth postino hope experi better,0
yelp,got food poison buffet,0
yelp,brought fresh batch fri think yay someth warm no,0
yelp,hilari yummi christma eve dinner rememb biggest fail entir trip us,0
yelp,needless say wont go back anytim soon,0
yelp,place disgust,0
yelp,everi time eat see care teamwork profession degre,1
yelp,ri style calamari joke,0
yelp,much garlic fondu bare edibl,0
yelp,could bare stomach meal didnt complain busi lunch,0
yelp,bad lost heart finish it,0
yelp,took forev bring us check ask it,0
